date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,stringency_index,case_population_ratio,case_population_density_ratio
2021-01-07,2898056.0,52787.0,78632.0,1162.0,1.11,87.96,0.042690036667941154,10619.55749034438
2021-01-08,2966248.0,68192.0,79965.0,1333.0,1.22,87.96,0.04369454416553963,10869.438398229377
2021-01-09,3026346.0,60098.0,81000.0,1035.0,1.11,87.96,0.04457982237399037,11089.659872919554
2021-01-10,3081372.0,55026.0,81567.0,567.0,1.0,87.96,0.04539038709658032,11291.295648923775
2021-01-11,3127647.0,46275.0,82096.0,529.0,0.89,87.96,0.04607204454102203,11460.864498823737
2021-01-12,3173295.0,45648.0,83342.0,1246.0,0.87,87.96,0.046744465913769205,11628.135786997342
2021-01-13,3220957.0,47662.0,84910.0,1568.0,0.91,87.96,0.04744655466832309,11802.78712192834
2021-01-14,3269761.0,48804.0,86163.0,1253.0,0.94,87.96,0.04816546574165714,11981.623170561896
2021-01-15,3325646.0,55885.0,87448.0,1285.0,1.0,87.96,0.04898868402977438,12186.406642774959
2021-01-16,3367074.0,41428.0,88747.0,1299.0,0.84,87.96,0.04959894236815,12338.21427786206
2021-01-17,3405744.0,38670.0,89429.0,682.0,0.78,87.96,0.05016857377553111,12479.915572851396
2021-01-18,3443354.0,37610.0,90031.0,602.0,0.77,87.96,0.050722590771435004,12617.732632705261
2021-01-19,3476808.0,33454.0,91643.0,1612.0,0.75,87.96,0.05121538748988672,12740.32055932986
2021-01-20,3515800.0,38992.0,93469.0,1826.0,0.83,87.96,0.05178976214301846,12883.201782350916
2021-01-21,3553777.0,37977.0,94765.0,1296.0,0.85,87.96,0.052349185260631925,13022.36366701112
2021-01-22,3594098.0,40321.0,96166.0,1401.0,0.88,87.96,0.05294313685041765,13170.114841442592
2021-01-23,3627750.0,33652.0,97518.0,1352.0,0.79,87.96,0.053438850223088696,13293.428313875516
2021-01-24,3657861.0,30111.0,98129.0,611.0,0.71,87.96,0.053882402623079716,13403.766242332302
2021-01-25,3680105.0,22244.0,98723.0,594.0,0.6,87.96,0.05421006957487143,13485.276550212902
2021-01-26,3700272.0,20167.0,100359.0,1636.0,0.6,87.96,0.054507141118513916,13559.175955851639
2021-01-27,3725641.0,25369.0,102085.0,1726.0,0.72,87.96,0.054880841123009685,13652.137428636343
2021-01-28,3754452.0,28811.0,103324.0,1239.0,0.82,87.96,0.055305243773075816,13757.71167249302
2021-01-29,3783597.0,29145.0,104572.0,1248.0,0.83,87.96,0.05573456643581496,13864.50981685465
2021-01-30,3806997.0,23400.0,105777.0,1205.0,0.74,87.96,0.05607926193446296,13950.256139656576
2021-01-31,3828187.0,21190.0,106367.0,590.0,0.69,87.96,0.05639140285823865,14027.90419863832
2021-02-01,3846855.0,18668.0,106774.0,407.0,0.64,87.96,0.056666393267160046,14096.310709495858
2021-02-02,3863761.0,16906.0,108225.0,1451.0,0.64,87.96,0.056915428399644794,14158.260595533864
2021-02-03,3882976.0,19215.0,109547.0,1322.0,0.72,87.96,0.057198476434111516,14228.671518296214
2021-02-04,3903710.0,20734.0,110462.0,915.0,0.78,87.96,0.057503900214836624,14304.648623295152
2021-02-05,3922914.0,19204.0,111477.0,1015.0,0.77,87.96,0.05778678621295783,14375.01923795704
2021-02-06,3941277.0,18363.0,112305.0,828.0,0.75,87.96,0.05805728379593531,14442.308115119937
2021-02-07,3957181.0,15904.0,112681.0,376.0,0.69,87.96,0.05829155889040103,14500.586299643091
2021-02-08,3971319.0,14138.0,113014.0,333.0,0.65,87.96,0.05849981978612263,14552.39320185564
2021-02-09,3983760.0,12441.0,114066.0,1052.0,0.62,87.96,0.05868308289290382,14597.981663478664
2021-02-10,3996837.0,13077.0,115068.0,1002.0,0.67,87.96,0.058875714646571334,14645.900666182972
2021-02-11,4010380.0,13543.0,115748.0,680.0,0.72,87.96,0.05907521084905808,14695.527266597779
2021-02-12,4025578.0,15198.0,116507.0,759.0,0.79,87.96,0.05929908615625689,14751.218403945799
2021-02-13,4038933.0,13355.0,117128.0,621.0,0.74,87.96,0.05949581301029296,14800.156102279974
2021-02-14,4049924.0,10991.0,117387.0,259.0,0.67,87.96,0.059657716780619464,14840.431223387495
2021-02-15,4059700.0,9776.0,117622.0,235.0,0.65,87.96,0.05980172290005463,14876.2541315803
2021-02-16,4070336.0,10636.0,118421.0,799.0,0.72,87.96,0.05995839731559395,14915.228400354714
2021-02-17,4083096.0,12760.0,119159.0,738.0,0.83,87.96,0.06014635947639516,14961.985796891147
2021-02-18,4095191.0,12095.0,119614.0,455.0,0.84,87.96,0.060324525803580956,15006.306385535989
2021-02-19,4107290.0,12099.0,120147.0,533.0,0.84,87.96,0.06050275105307421,15050.641631671908
2021-02-20,4117743.0,10453.0,120593.0,446.0,0.78,87.96,0.06065672977304718,15088.945320229539
2021-02-21,4127578.0,9835.0,120810.0,217.0,0.76,87.96,0.0608016049965174,15124.984426415733
2021-02-22,4138237.0,10659.0,120988.0,178.0,0.8,86.11,0.06095861821532462,15164.04297576384
2021-02-23,4146760.0,8523.0,121536.0,548.0,0.74,86.11,0.06108416692194756,15195.274424876696
2021-02-24,4156707.0,9947.0,121979.0,443.0,0.81,86.11,0.061230691970026695,15231.723940813054
2021-02-25,4166727.0,10020.0,122303.0,324.0,0.82,86.11,0.06137829235021699,15268.44095596157
2021-02-26,4175315.0,8588.0,122648.0,345.0,0.75,86.11,0.06150479854433618,15299.91058930443
2021-02-27,4182772.0,7457.0,122939.0,291.0,0.68,86.11,0.06161464445602071,15327.235817045199
2021-02-28,4188827.0,6055.0,123083.0,144.0,0.61,86.11,0.0617038380989401,15349.423594163389
